title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
Singapore Film in the 21st Century,(FLM351),https://www.suss.edu.sg/courses/detail/flm351,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Digital Media
Sociology of Organisations,(SOC303),https://www.suss.edu.sg/courses/detail/soc303,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Humanities and Social Sciences
Sociology of Work and Occupations,(SOC317),https://www.suss.edu.sg/courses/detail/soc317,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,"Business Administration, International Trade, Science and Technology"
Supply Chain Analytics,(LOG511),https://www.suss.edu.sg/courses/detail/log511,Modular Graduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Others
SUSS Entrepreneurship Bootcamp (Shenzhen),(GSP303SZX),https://www.suss.edu.sg/courses/detail/gsp303szx,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,General Studies
Sustainable Resource Management for Everyday Life,(GSP218),https://www.suss.edu.sg/courses/detail/gsp218,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,General Studies
Technology-Supported Assessment in Education,(EDU536),https://www.suss.edu.sg/courses/detail/edu536,Modular Graduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Adult Learning
The Psychology of Learning in Education,(EDU513),https://www.suss.edu.sg/courses/detail/edu513,Modular Graduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Adult Learning
Transitioning to Green Supply Chains,(LOG513),https://www.suss.edu.sg/courses/detail/log513,Modular Graduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Others
User Experience Design,(DES550),https://www.suss.edu.sg/courses/detail/des550,"IHL Micro-Credentials, Modular Graduate Course",FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,$2640,Design
Value-creation and Resource Acquisition,(SOE512),https://www.suss.edu.sg/courses/detail/soe512,Modular Graduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Business Administration
Wireless Communication Systems,(ENG315),https://www.suss.edu.sg/courses/detail/eng315,Modular Undergraduate Course,FALSE,To be confirmed,To be confirmed,To be confirmed,6 months,To be confirmed,Science and Technology
Bereavement Counselling in Context,(COU569),https://www.suss.edu.sg/courses/detail/cou569,Modular Graduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$2200,Social Services
Category Management and Supplier Evaluation,(LOG315),https://www.suss.edu.sg/courses/detail/log315,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Management
Financial Statement Analysis and Valuation,(ACC407),https://www.suss.edu.sg/courses/detail/acc407,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1536,Business Administration
Flight Line and Hangar Management,(EAS425),https://www.suss.edu.sg/courses/detail/eas425,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Science and Technology
International Trade Management,(LOG221),https://www.suss.edu.sg/courses/detail/log221,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,International Trade
Introduction to Income Tax,(ACC213),https://www.suss.edu.sg/courses/detail/acc213,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1551.36,Business Administration
Ocean Freight Management,(LOG353),https://www.suss.edu.sg/courses/detail/log353,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Business Administration
Policy Making in China,(CCS251),https://www.suss.edu.sg/courses/detail/ccs251,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Humanities and Social Sciences
Popular Fiction and Culture,(ELT375),https://www.suss.edu.sg/courses/detail/elt375,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Linguistics and Languages
Procurement Strategy and Policy,(LOG317),https://www.suss.edu.sg/courses/detail/log317,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Management
Shipping Contracts and Management,(LOG331),https://www.suss.edu.sg/courses/detail/log331,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Business Administration
Shipping Finance Management and Analytics,(LOG333),https://www.suss.edu.sg/courses/detail/log333,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Business Administration
Supplier Relationship Management,(LOG313),https://www.suss.edu.sg/courses/detail/log313,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$1391.78,Management
Theories and Practice in Addiction Counselling,(COU557),https://www.suss.edu.sg/courses/detail/cou557,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$2200,Social Services
Understanding Quality Assurance for Early Childhood Education Leaders,(NFC204),https://www.suss.edu.sg/courses/detail/nfc204,Modular Undergraduate Course,FALSE,01-Oct-23,15-Nov-23,Jan-24,6 months,$289,Adult Learning
Contract - Getting It Right,(CET155),https://www.suss.edu.sg/courses/short-course/detail/cet155,"Short Course, SkillsFuture Series",FALSE,22-Sep-23,01-Nov-23,15-Nov-23,2 days,$1400,Business Administration
Fundamentals of Contemporary Business Management,(CET257),https://www.suss.edu.sg/courses/short-course/detail/fundamentals-of-contemporary-business-management,"Short Course, SkillsFuture Series",FALSE,14-Sep-23,20-Feb-24,05-Mar-24,4 days,$4400,Business Administration
Value Management for Infrastructure Projects,(CET273),https://www.suss.edu.sg/courses/short-course/detail/value-management-for-infrastructure-projects,"Short Course, SkillsFuture Series",FALSE,29-Jun-23,20-Sep-23,04-Oct-23,2 days,$1050,Others
Build Your Professional Brand and Get the Most out of LinkedIn,(CET246),https://www.suss.edu.sg/courses/short-course/detail/cet246,Short Course,FALSE,08-May-23,03-Jul-23,17-Jul-23,2 days,$1400,Digital Media
Abstract Art Appreciation,(GSP179),https://www.suss.edu.sg/courses/detail/gsp179,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,General Studies
Advanced Topics in Interpretation,(CTI392),https://www.suss.edu.sg/courses/detail/cti392,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
"Aircraft Electrical, Instrument Systems/Servomechanisms and Electronics",(EAS305),https://www.suss.edu.sg/courses/detail/eas305,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1826,Science and Technology
Aircraft Engineering,(EAS413),https://www.suss.edu.sg/courses/detail/eas413,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3028,Science and Technology
Airport and Airline Logistics,(LOG358),https://www.suss.edu.sg/courses/detail/log358,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Business Administration
Art Appreciation,(GSP153),https://www.suss.edu.sg/courses/detail/gsp153,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,General Studies
Assessing IP in Branding & Franchising,(IPM555),https://www.suss.edu.sg/courses/detail/ipm555,Modular Graduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3000,Business Administration
Assessing Technology,(IPM577),https://www.suss.edu.sg/courses/detail/ipm577,Modular Graduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3000,Business Administration
Aviation Management,(LOG341),https://www.suss.edu.sg/courses/detail/log341,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Business Administration
AWS Academy Data Analytics and Machine Learning Foundation,(ICT368),https://www.suss.edu.sg/courses/detail/ict368,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1514,Science and Technology
Building Resilience with Agility Learning,(WBL251),https://www.suss.edu.sg/courses/detail/wbl251,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Others
Business Acumen,(CDO351),https://www.suss.edu.sg/courses/detail/cdo351,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1592.52,Others
Business Experiments,(CDO354),https://www.suss.edu.sg/courses/detail/cdo354,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1592.52,Others
Business Skills Amongst Communities in Vientiane,(OEL317),https://www.suss.edu.sg/courses/detail/oel317,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3185.05,"Business Administration, International Trade, Science and Technology"
Chinese Cultural Psychology,(CCS254),https://www.suss.edu.sg/courses/detail/ccs254,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Commercial and White-Collar Crime,(PSS314),https://www.suss.edu.sg/courses/detail/pss314,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Community-Based Approaches to Food Security and Sustainability,(OCE153),https://www.suss.edu.sg/courses/detail/oce153,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Social Services
Conservation and Development Practices in Lombok,(OEL319),https://www.suss.edu.sg/courses/detail/oel319,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3185.05,"Business Administration, International Trade, Science and Technology"
Contemporary Dance Appreciation,(GSP181),https://www.suss.edu.sg/courses/detail/gsp181,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,General Studies
Correctional Counselling and Guidance,(PSS202),https://www.suss.edu.sg/courses/detail/pss202,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Creativity and Problem-Solving for Work Challenges,(WBL201),https://www.suss.edu.sg/courses/detail/wbl201,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Others
Data Structures and Algorithms II,(MTH252),https://www.suss.edu.sg/courses/detail/mth252,"Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1514,Science and Technology
Design Thinking & its Applications,(WBL351),https://www.suss.edu.sg/courses/detail/wbl351,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Others
E-Commerce and Website Internationalisation and Localisation,(TNT511),https://www.suss.edu.sg/courses/detail/tnt511,"Modular Graduate Course, SkillsFuture Series",FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$2200,Linguistics and Languages
Educational Opportunities and Challenges in Vientiane,(OEL318),https://www.suss.edu.sg/courses/detail/oel318,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3185.05,"Business Administration, International Trade, Science and Technology"
Food Security Practices in Asia Pacific,(OEL338),https://www.suss.edu.sg/courses/detail/oel338,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Gender Issues,(SOC209),https://www.suss.edu.sg/courses/detail/soc209,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Government and Politics in China,(CCS102),https://www.suss.edu.sg/courses/detail/ccs102,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Humanities and Social Sciences
Green Criminology and Environmental Crime,(PSS312),https://www.suss.edu.sg/courses/detail/pss312,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Incorporating Engineering Experiences in Early Childhood Curricula,(ECE376),https://www.suss.edu.sg/courses/detail/ece376,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Adult Learning
Introduction to Critical Media Literacy,(GSP163),https://www.suss.edu.sg/courses/detail/gsp163,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$690,General Studies
IP in R&D and Innovation,(IPM573),https://www.suss.edu.sg/courses/detail/ipm573,Modular Graduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3000,Business Administration
Islamic Finance,(FIN356),https://www.suss.edu.sg/courses/detail/fin356,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Finance
Jacobean Drama,(ELT371),https://www.suss.edu.sg/courses/detail/elt371,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Lead and Influence,(OST161),https://www.suss.edu.sg/courses/detail/ost161,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$690,Others
Leadership through Outdoor Adventure in Singapore,(OST164SG),https://www.suss.edu.sg/courses/detail/ost164sg,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$0,Others
Leading in a Circular Economy,(MGT559O),https://www.suss.edu.sg/courses/detail/mgt559o,Modular Graduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1100,Management
Living Sociology,(SOC203),https://www.suss.edu.sg/courses/detail/soc203,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Localisation Project Management,(TNT515),https://www.suss.edu.sg/courses/detail/tnt515,Modular Graduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$2200,Linguistics and Languages
Maritime Business and Management,(LOG231),https://www.suss.edu.sg/courses/detail/log231,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Business Administration
Media and Entertainment Localisation,(TNT513),https://www.suss.edu.sg/courses/detail/tnt513,"Modular Graduate Course, SkillsFuture Series",FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$2200,Linguistics and Languages
Music Appreciation,(GSP155),https://www.suss.edu.sg/courses/detail/gsp155,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,General Studies
Port Management and Technology,(LOG356),https://www.suss.edu.sg/courses/detail/log356,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Business Administration
Procurement Ethics and Corporate Social Responsibility,(LOG311),https://www.suss.edu.sg/courses/detail/log311,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Management
Procurement Operations,(LOG211),https://www.suss.edu.sg/courses/detail/log211,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Management
Public Safety and Security from a Global Perspective,(OEL313),https://www.suss.edu.sg/courses/detail/oel313,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Reinventing the Business of Film,(FLM352),https://www.suss.edu.sg/courses/detail/flm352,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Digital Media
Restorative Justice Principles and Practices,(PSS313),https://www.suss.edu.sg/courses/detail/pss313,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Risk Management in Event Planning,(PSS318),https://www.suss.edu.sg/courses/detail/pss318,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
SAS Programming and its Application,(ANL351),https://www.suss.edu.sg/courses/detail/anl351,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Business Administration
Security Planning for IT Systems and Fintech,(PSS316),https://www.suss.edu.sg/courses/detail/pss316,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Skills for Sustainable Community Change,(OCE175),https://www.suss.edu.sg/courses/detail/oce175,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$690,Social Services
Sociology of Family,(SOC261),https://www.suss.edu.sg/courses/detail/soc261,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
The Chongqing Connectivity Initiative,(OEL326),https://www.suss.edu.sg/courses/detail/oel326,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3185.05,"Business Administration, International Trade, Science and Technology"
The Making of Modern China,(CCS101),https://www.suss.edu.sg/courses/detail/ccs101,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Humanities and Social Sciences
Trade Finance,(LOG323),https://www.suss.edu.sg/courses/detail/log323,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,International Trade
Trade Regulations and Compliance,(LOG321),https://www.suss.edu.sg/courses/detail/log321,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,International Trade
Translation of Business and Trade Documents,(CTI209),https://www.suss.edu.sg/courses/detail/cti209,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Linguistics and Languages
Volunteer Resource Management,(OCE165),https://www.suss.edu.sg/courses/detail/oce165,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$690,Social Services
Women’s Empowerment in India,(OEL321),https://www.suss.edu.sg/courses/detail/oel321,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$3185.05,"Business Administration, International Trade, Science and Technology"
Workplace Communication and Decision-Making,(WBL101),https://www.suss.edu.sg/courses/detail/wbl101,Modular Undergraduate Course,FALSE,01-May-23,15-Jun-23,Jul-23,6 months,$1378,Others
Reflective Portfolio,(CET174),https://www.suss.edu.sg/courses/short-course/detail/reflective-portfolio,Short Course,FALSE,05-Apr-23,26-Sep-23,10-Oct-23,1 day,$700,"Business Administration, International Trade, Science and Technology"
Advertising Design,(VIS251),https://www.suss.edu.sg/courses/detail/vis251,Modular Undergraduate Course,FALSE,01-Oct-22,15-Dec-22,Jan-23,6 months,$1378,Digital Media
Applications of Graph Theory,(MTH304),https://www.suss.edu.sg/courses/detail/mth304,Modular Undergraduate Course,FALSE,01-Oct-22,15-Dec-22,Jan-23,6 months,$1378,Science and Technology
Chinese Economy in Transformation,(CCS103),https://www.suss.edu.sg/courses/detail/ccs103,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Chinese Society in Transition,(CCS104),https://www.suss.edu.sg/courses/detail/ccs104,Modular Undergraduate Course,FALSE,01-Oct-22,15-Dec-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Communication Design for Business,(DES520),https://www.suss.edu.sg/courses/detail/des520,Modular Graduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1100,Management
Computer-Assisted Translation,(TNT503),https://www.suss.edu.sg/courses/detail/tnt503,Modular Graduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$2200,Linguistics and Languages
Data Structures and Algorithms I,(MTH251),https://www.suss.edu.sg/courses/detail/mth251,"Modular Undergraduate Course, SkillsFuture Series",FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1514,Science and Technology
Everyday Psychology,(CET145),https://www.suss.edu.sg/courses/detail/cet145,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,General Studies
Financial Technologies and Innovations,(FIN383),https://www.suss.edu.sg/courses/detail/fin383,Modular Undergraduate Course,FALSE,01-Oct-22,15-Dec-22,Jan-23,6 months,$1378,Finance
Human and Machine Translation Quality Assessment,(TNT501),https://www.suss.edu.sg/courses/detail/tnt501,Modular Graduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$2200,Linguistics and Languages
Industry Project in Event Management,(EMT388),https://www.suss.edu.sg/courses/detail/emt388,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,Management
Leading in a Circular Economy,(MGT559F),https://www.suss.edu.sg/courses/detail/mgt559f,Modular Graduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1100,Management
Machine Translation Post-Editing,(TNT505),https://www.suss.edu.sg/courses/detail/tnt505,Modular Graduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$2200,Linguistics and Languages
Micro-skills for Interviews and Home-visits,(SWK109),https://www.suss.edu.sg/courses/detail/swk109,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,Social Services
Principles of Graph Theory,(MTH303),https://www.suss.edu.sg/courses/detail/mth303,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,Science and Technology
Social Gerontology,(SOC363),https://www.suss.edu.sg/courses/detail/soc363,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Sociological Theories and Perspectives,(SOC301),https://www.suss.edu.sg/courses/detail/soc301,Modular Undergraduate Course,FALSE,01-Oct-22,15-Dec-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Sociology of Education,(SOC263),https://www.suss.edu.sg/courses/detail/soc263,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
Urban Sociology,(SOC265),https://www.suss.edu.sg/courses/detail/soc265,Modular Undergraduate Course,FALSE,01-Oct-22,30-Nov-22,Jan-23,6 months,$1378,"Business Administration, International Trade, Science and Technology"
An Introduction to Language Systems,(ELG105),https://www.suss.edu.sg/courses/detail/elg105,Modular Undergraduate Course,FALSE,01-Apr-22,15-Jun-22,Jul-22,6 months,$1378,Linguistics and Languages
Analysing the Nineteenth-Century Novel,(ELT209),https://www.suss.edu.sg/courses/detail/elt209,Modular Undergraduate Course,FALSE,01-Apr-22,31-May-22,Jul-22,6 months,$1378,Linguistics and Languages
Essentials of Financial Planning,(CETW004),https://www.suss.edu.sg/courses/short-course/detail/essentials-of-financial-planning,Short Course,FALSE,01-Apr-22,18-Aug-22,01-Sep-22,2 days,$800,Finance
Experimental Biomedical Laboratory Skills,(BME261),https://www.suss.edu.sg/courses/detail/bme261,Modular Undergraduate Course,FALSE,01-Apr-22,31-May-22,Jul-22,6 months,$1826,Science and Technology
First Language Acquisition,(ELG361),https://www.suss.edu.sg/courses/detail/elg361,Modular Undergraduate Course,FALSE,01-Apr-22,31-May-22,Jul-22,6 months,$1378,Linguistics and Languages
Global Human Resource,(HRM359),https://www.suss.edu.sg/courses/detail/hrm359,Modular Undergraduate Course,FALSE,01-Apr-22,15-Jun-22,Jul-22,6 months,$1378,Management
Methods of Data Analysis: Exploring Behavioural Sciences,(SOC392),https://www.suss.edu.sg/courses/detail/soc392,Modular Undergraduate Course,FALSE,01-Apr-22,15-Jun-22,Jul-22,6 months,$1378,"Business Administration, International Trade, Science and Technology"
20th Century Chinese Literature (1) (20<chinese>世纪中国文学</chinese> (1)),(CHS201),https://www.suss.edu.sg/courses/detail/chs201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
20th Century Chinese Literature (2) (20<chinese>世纪中国文学</chinese> (2)),(CHS202),https://www.suss.edu.sg/courses/detail/chs202,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Ancient Chinese History (<chinese>中国古代史概论</chinese>),(CHS102),https://www.suss.edu.sg/courses/detail/chs102,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
"Artificial Intelligence, Machine Learning, and Deep Learning in Finance <chinese>金融领域的人工智能</chinese>、<chinese>机器学习和深度学习</chinese>",(FTH521),https://www.suss.edu.sg/courses/detail/fth521,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Blockchain Programming and Design Thinking <chinese>区块链编程与设计思维</chinese>,(FTH522),https://www.suss.edu.sg/courses/detail/fth522,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Blockchain Security and Privacy,(FIN593),https://www.suss.edu.sg/courses/detail/fin593,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
Blockchain Technologies: Applications and Challenges,(FIN587),https://www.suss.edu.sg/courses/detail/fin587,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Business Data Analytics <chinese>商业数据分析</chinese>,(MSM552),https://www.suss.edu.sg/courses/detail/msm552,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Children's Literature for Early Childhood (<chinese>学前儿童文学</chinese>),(ECL211),https://www.suss.edu.sg/courses/detail/ecl211,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Adult Learning
Chinese Cinema and Culture (<chinese>百年声光影</chinese>：<chinese>华人电影与中华文化传播</chinese>),(CLC253),https://www.suss.edu.sg/courses/detail/clc253,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Chinese Culture and Singapore (<chinese>中华文化与新加坡</chinese>),(CLC111),https://www.suss.edu.sg/courses/detail/clc111,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Chinese Culture: From Traditional to Contemporary,(OGP171),https://www.suss.edu.sg/courses/detail/ogp171,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3185.05,Others
Chinese Language for Work 1,(OGP181),https://www.suss.edu.sg/courses/detail/ogp181,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Chinese Language for Work 2,(OGP281),https://www.suss.edu.sg/courses/detail/ogp281,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Chinese Language for Work 3,(OGP381),https://www.suss.edu.sg/courses/detail/ogp381,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Chinese Writers and Singapore in the Early 20th Century: Selected Writers (20<chinese>世纪上半叶中国南来作家与新加坡</chinese>),(CHS213),https://www.suss.edu.sg/courses/detail/chs213,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Ci of Su Shi and Xin Qiji (<chinese>苏辛词</chinese>),(CLT115),https://www.suss.edu.sg/courses/detail/clt115,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Classical Chinese (<chinese>古代汉语</chinese>),(CHS104),https://www.suss.edu.sg/courses/detail/chs104,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
